#,NAME,Gl(deg),Gb(deg),P0(s),P1,F0(Hz),DM(cm^-3pc),BINARY (type),Binary Period (days),Semi-major axis,BINCOMP,DIST(kpc),DIST_DM(kpc),AGE(Yr),EDOT(ergs/),PMTOT(mas/yr)
1170,J1708-4008,346.481,0.036,11.006262,1.96E-11,0.090857,*,*,*,*,*,3.8,*,8900,580000000000000000000000000000000,*
1371,J1746-2856,0.132,-0.228,0.945224,1.25E-14,1.05795,1168,*,*,*,*,21.77,21.77,1200000,584000000000000000000000000000000,*
1467,J1755-3716,353.882,-6.041,0.012786,3.11E-20,78.210119,167.6,ELL1,11.5156,10.6451,CO[nbb+14],6.38,6.38,6520000000,587000000000000000000000000000000,*
1158,J1706-3839,347.387,1.301,0.586287,3E-15,1.705648,626,*,*,*,*,12.2,12.2,3100000,588000000000000000000000000000000,*
959,J1621-5243,331.718,-2.045,0.371924,7.68E-16,2.68872,363,*,*,*,*,7.76,7.76,7670000,589000000000000000000000000000000,*
2247,B1931+24,59.478,2.394,0.81369,8.11E-15,1.228969,106.03,*,*,*,*,5.52,5.52,1590000,594000000000000000000000000000000,*
1824,J1840-0559,26.345,-0.281,0.859368,9.6E-15,1.163645,321.7,*,*,*,*,5.04,5.04,1420000,597000000000000000000000000000000,*
1927,B1846-06,26.773,-2.497,1.451319,4.62E-14,0.689028,148.17,*,*,*,*,3.68,3.68,497000,597000000000000000000000000000000,*
1615,B1813-17,13.433,-0.424,0.782313,7.26E-15,1.27826,525.5,*,*,*,*,6.48,6.48,1710000,599000000000000000000000000000000,*
1004,J1632-4621,337.527,1.1,1.709154,7.6E-14,0.585085,562.9,*,*,*,*,8.42,8.42,356000,601000000000000000000000000000000,*
968,J1623-0841,5.774,27.367,0.503015,1.96E-15,1.988012,60.42,*,*,*,*,3.83,3.83,4070000,607000000000000000000000000000000,*
1135,B1657-45,341.36,-2.177,0.322909,5.19E-16,3.096852,526,*,*,*,*,17.39,17.39,9850000,609000000000000000000000000000000,*
795,J1525-5417,324.258,2.078,1.011694,1.62E-14,0.988441,235,*,*,*,*,6.01,6.01,991000,617000000000000000000000000000000,*
1759,J1834-0602,25.64,0.965,0.487914,1.83E-15,2.049543,445,*,*,*,*,6.6,6.6,4230000,621000000000000000000000000000000,*
985,J1627-4845,335.137,0.15,0.612331,3.64E-15,1.633105,557.8,*,*,*,*,6.86,6.86,2660000,626000000000000000000000000000000,*
309,J0849-6322,279.433,-12.171,0.367953,7.91E-16,2.717737,91.29,*,*,*,*,8.35,8.35,7370000,627000000000000000000000000000000,*
444,J1103-6025,289.994,-0.294,0.396587,9.9E-16,2.521516,275.9,*,*,*,*,6.83,6.83,6340000,627000000000000000000000000000000,*
1947,J1852+0013,33.282,-0.174,0.957751,1.4E-14,1.044113,545,*,*,*,*,7.22,7.22,1080000,631000000000000000000000000000000,*
2518,J2319+6411,113.138,3.079,0.216018,1.63E-16,4.629238,246,*,*,*,*,25.66,25.66,21000000,639000000000000000000000000000000,*
2049,J1904-0150,32.828,-3.841,0.379387,8.9E-16,2.63583,162.2,*,*,*,*,4.93,4.93,6760000,643000000000000000000000000000000,*
1822,J1840+0214,33.696,3.443,0.797478,8.29E-15,1.253953,182.4,*,*,*,*,5.42,5.42,1520000,646000000000000000000000000000000,*
755,J1502-6752,314.799,-8.067,0.026744,3.15E-19,37.390972,151.2,ELL1,2.4845,0.3175,UL[kjb+12],11.57,11.57,1350000000,649000000000000000000000000000000,15.232
1296,B1732-07,17.271,13.284,0.419335,1.21E-15,2.384728,73.51,*,*,*,*,4.32,4.32,5470000,650000000000000000000000000000000,28.103
963,J1622-4802,335.139,1.17,0.265072,3.07E-16,3.772557,364.3,*,*,*,*,6,6,13700000,651000000000000000000000000000000,*
1816,J1839-0459,27.147,0.321,0.585319,3.31E-15,1.70847,243,*,*,*,*,4.59,4.59,2800000,651000000000000000000000000000000,*
1559,J1808-1517,14.472,2.239,0.544549,2.67E-15,1.836381,205,*,*,*,*,4.16,4.16,3230000,652000000000000000000000000000000,*
1380,B1745-20A,7.728,3.801,0.288603,3.99E-16,3.46497,219.4,*,*,*,*,8.24,5.72,11500000,656000000000000000000000000000000,*
1209,J1717-3737,349.491,0.182,0.682419,5.29E-15,1.465376,525.8,*,*,*,*,6.31,6.31,2040000,658000000000000000000000000000000,*
2295,J1946-1312,27.079,-18.184,0.491865,1.99E-15,2.033076,60,*,*,*,*,5.64,5.64,3920000,659000000000000000000000000000000,*
169,B0529-66,276.974,-32.763,0.975725,1.55E-14,1.024879,103.2,*,*,*,*,49.7,3.26,997000,659000000000000000000000000000000,*
988,J1627-5547,330.074,-4.756,0.352464,7.38E-16,2.837167,166.2,*,*,*,*,5.66,5.66,7570000,665000000000000000000000000000000,*
480,J1126-6942,295.631,-8.048,0.579416,3.3E-15,1.725874,55.33,*,*,*,*,2.07,2.07,2780000,670000000000000000000000000000000,*
2107,B1907-03,32.28,-5.68,0.504605,2.19E-15,1.98175,205.53,*,*,*,*,10.25,10.25,3660000,672000000000000000000000000000000,*
519,J1201-6306,297.309,-0.793,0.592136,3.56E-15,1.688801,683,*,*,*,*,30,30,2640000,676000000000000000000000000000000,*
637,J1334-5839,308.52,3.749,0.107718,2.16E-17,9.283481,119.3,*,*,*,*,3.89,3.89,79000000,682000000000000000000000000000000,*
368,B0959-54,280.226,0.085,1.436583,5.14E-14,0.696096,130.32,*,*,*,*,0.3,3.59,443000,684000000000000000000000000000000,*
1354,J1744-3130,357.641,-1.059,1.066061,2.12E-14,0.938033,192.9,*,*,*,*,3.64,3.64,796000,692000000000000000000000000000000,*
426,J1054-5946,288.701,-0.174,0.228324,2.09E-16,4.379736,253.9,*,*,*,*,5.81,5.81,17300000,693000000000000000000000000000000,*
1344,B1740-03,21.649,13.4,0.444645,1.56E-15,2.248985,30.26,*,*,*,*,1.59,1.59,4530000,699000000000000000000000000000000,*
2478,B2217+47,98.385,-7.598,0.538469,2.77E-15,1.857118,43.5,*,*,*,*,2.61,2.61,3090000,699000000000000000000000000000000,32.311
466,B1119-54,290.083,5.873,0.535783,2.77E-15,1.866427,204.7,*,*,*,*,15.43,15.43,3070000,710000000000000000000000000000000,*
2062,B1903+07,40.944,0.065,0.64804,4.94E-15,1.543114,245.34,*,*,*,*,4.98,4.98,2080000,717000000000000000000000000000000,*
1909,B1845-01,31.339,0.039,0.659432,5.25E-15,1.516456,159.53,*,*,*,*,4.4,3.41,1990000,723000000000000000000000000000000,*
219,B0626+24,188.817,6.223,0.476623,2E-15,2.098095,84.19,*,*,*,*,4.67,4.67,3780000,728000000000000000000000000000000,7.28
846,J1542-5034,328.568,3.577,0.599245,3.97E-15,1.668766,91,*,*,*,*,2.58,2.58,2390000,728000000000000000000000000000000,*
864,J1548-4927,329.956,3.9,0.602738,4.05E-15,1.659095,141.2,*,*,*,*,3.89,3.89,2360000,730000000000000000000000000000000,*
1611,J1815-1910,11.81,-0.963,1.249924,3.63E-14,0.800049,547.8,*,*,*,*,7.69,7.69,546000,734000000000000000000000000000000,*
2276,J1941+0121,39.909,-10.434,0.217317,1.91E-16,4.601563,52.7,*,*,*,*,2.89,2.89,18000000,736000000000000000000000000000000,*
1311,J1738-2736,0.272,2.081,0.627716,4.62E-15,1.593078,323.6,*,*,*,*,5.91,5.91,2150000,738000000000000000000000000000000,*
496,J1141-3322,286.586,27.272,0.291468,4.63E-16,3.430914,46.45,*,*,*,*,3.84,3.84,9960000,739000000000000000000000000000000,*
275,B0808-47,263.301,-7.957,0.547199,3.08E-15,1.827488,228.3,*,*,*,*,12.71,12.71,2810000,743000000000000000000000000000000,*
305,J0843-5022,268.496,-4.898,0.208956,1.72E-16,4.785704,178.47,*,*,*,*,7.69,7.69,19200000,746000000000000000000000000000000,*
1760,J1834-0633,25.173,0.763,0.317315,6.04E-16,3.151444,707,*,*,*,*,9.36,9.36,8320000,746000000000000000000000000000000,*
1023,J1636-4933,335.641,-1.561,0.430367,1.51E-15,2.323601,542.7,*,*,*,*,11.16,11.16,4530000,746000000000000000000000000000000,*
2395,B2035+36,76.746,-2.84,0.618715,4.5E-15,1.616253,93.56,*,*,*,*,5.05,5.05,2180000,750000000000000000000000000000000,*
1951,J1852-0118,31.868,-0.783,0.451473,1.76E-15,2.214973,286,*,*,*,*,5.4,5.4,4070000,754000000000000000000000000000000,*
2310,B1946+35,70.702,5.047,0.717311,7.06E-15,1.394095,129.07,*,*,*,*,7.87,7.87,1610000,755000000000000000000000000000000,12.619
1711,J1826-1419,17.398,-1.142,0.77062,8.78E-15,1.297656,160,*,*,*,*,3.59,3.59,1390000,758000000000000000000000000000000,*
2536,B2351+61,116.239,-0.194,0.944784,1.63E-14,1.058443,94.66,*,*,*,*,3.31,3.31,920000,761000000000000000000000000000000,22.804
587,J1305-6256,304.526,-0.116,0.478231,2.11E-15,2.09104,967,*,*,*,*,30,30,3590000,763000000000000000000000000000000,*
140,J0453+1559,184.125,-17.137,0.045782,1.86E-18,21.842733,30.31,DDH,4.0725,14.4668,NS[msf+15],1.83,1.83,390000000,766000000000000000000000000000000,8.139
1712,J1826-1526,16.358,-1.553,0.382073,1.08E-15,2.617302,530,*,*,*,*,10.87,10.87,5580000,768000000000000000000000000000000,*
518,J1159-7910,300.412,-16.551,0.525074,2.82E-15,1.904493,59.24,*,*,*,*,4.36,4.36,2950000,768000000000000000000000000000000,*
1281,J1732-4156,347.589,-4.709,0.323434,6.61E-16,3.09182,228.7,*,*,*,*,8.78,8.78,7750000,771000000000000000000000000000000,*
1262,B1726-00,23.029,18.287,0.386004,1.12E-15,2.590649,41.09,*,*,*,*,2.44,2.44,5450000,771000000000000000000000000000000,*
1843,B1839+09,40.078,6.278,0.381319,1.09E-15,2.622474,49.11,*,*,*,*,2.49,2.49,5540000,776000000000000000000000000000000,*
1379,B1745-12,14.016,7.656,0.394133,1.21E-15,2.537212,99.36,*,*,*,*,3.64,3.64,5150000,782000000000000000000000000000000,*
630,B1325-43,309.874,18.415,0.532699,3.01E-15,1.877233,42,*,*,*,*,2.29,2.29,2800000,787000000000000000000000000000000,54.083
619,J1322-6241,306.489,-0.041,0.506058,2.59E-15,1.976056,618.8,*,*,*,*,19.91,19.91,3100000,788000000000000000000000000000000,*
612,J1319-6105,306.311,1.597,0.421118,1.5E-15,2.374631,442.2,*,*,*,*,14.88,14.88,4440000,794000000000000000000000000000000,*
84,J0214+5222,135.632,-8.423,0.024575,2.99E-19,40.691272,22.04,BT,512.0397,174.5658,He[slr+14],1.21,1.21,1300000000,795000000000000000000000000000000,*
170,J0532-6639,276.675,-32.481,0.642743,5.35E-15,1.555832,69.3,*,*,*,*,49.7,3.27,1900000,796000000000000000000000000000000,*
1491,J1759-2302,6.702,0.257,0.810718,1.07E-14,1.233475,889,*,*,*,*,11.88,11.88,1200000,796000000000000000000000000000000,*
2178,J1919+1314,47.895,-0.088,0.5714,3.79E-15,1.750088,613.4,*,*,*,*,20.84,20.84,2390000,802000000000000000000000000000000,*
1289,J1733-4005,349.266,-3.895,0.561778,3.62E-15,1.780062,317.8,*,*,*,*,13.95,13.95,2460000,807000000000000000000000000000000,*
2377,B2021+51,87.862,8.38,0.529197,3.06E-15,1.889656,22.65,*,*,*,*,1.8,1.22,2740000,816000000000000000000000000000000,12.633
2109,J1910+0534,40.056,-1.668,0.452867,1.92E-15,2.208152,484,*,*,*,*,15.39,15.39,3730000,818000000000000000000000000000000,*
1102,J1653-4249,342.636,0.629,0.612558,4.81E-15,1.632498,416.1,*,*,*,*,5.64,5.64,2020000,827000000000000000000000000000000,*
195,B0559-05,212.199,-13.481,0.395969,1.3E-15,2.525449,80.54,*,*,*,*,7.54,7.54,4820000,828000000000000000000000000000000,24.083
971,B1620-42,338.89,4.62,0.36459,1.02E-15,2.742804,295,*,*,*,*,21.85,21.85,5650000,833000000000000000000000000000000,*
1189,B1707-53,335.695,-8.46,0.899218,1.55E-14,1.112078,106.1,*,*,*,*,4.24,4.24,920000,841000000000000000000000000000000,*
391,J1020-5921,284.719,-1.944,1.238305,4.05E-14,0.807555,80,*,*,*,*,2.62,2.62,485000,841000000000000000000000000000000,*
152,B0458+46,160.363,3.077,0.638565,5.58E-15,1.56601,42.19,*,*,*,*,1.78,1.78,1810000,846000000000000000000000000000000,11.314
1555,B1804-27,3.843,-3.257,0.827776,1.22E-14,1.208056,312.98,*,*,*,*,9.63,9.63,1080000,847000000000000000000000000000000,*
1579,B1806-53,340.291,-15.901,0.261049,3.83E-16,3.830694,45,*,*,*,*,2,2,10800000,850000000000000000000000000000000,*
1492,J1759-2307,6.593,0.275,0.558889,3.76E-15,1.789265,812.6,*,*,*,*,11.2,11.2,2350000,851000000000000000000000000000000,*
588,B1302-64,304.411,-2.092,0.571647,4.03E-15,1.749331,505,*,*,*,*,30,30,2250000,852000000000000000000000000000000,*
57,J0111-7131,300.669,-45.51,0.688542,7.09E-15,1.452345,76,*,*,*,*,59.7,2.46,1540000,858000000000000000000000000000000,*
1562,B1805-20,9.446,-0.4,0.91841,1.71E-14,1.088838,606.8,*,*,*,*,7.35,7.35,852000,870000000000000000000000000000000,*
455,B1110-65,293.19,-5.233,0.334213,8.24E-16,2.992105,249.3,*,*,*,*,19.31,19.31,6430000,871000000000000000000000000000000,*
1634,J1819-1114,19.291,1.857,0.294163,5.66E-16,3.399481,310,*,*,*,*,5.82,5.82,8230000,878000000000000000000000000000000,*
1998,J1859+0601,39.245,0.903,1.044313,2.55E-14,0.957568,276,*,*,*,*,5.98,5.98,649000,884000000000000000000000000000000,*
1174,B1706-16,5.775,13.657,0.653054,6.31E-15,1.531267,24.89,*,*,*,*,2.61,2.61,1640000,894000000000000000000000000000000,3
416,B1044-57,287.065,0.733,0.369427,1.14E-15,2.706897,240.2,*,*,*,*,4.8,4.8,5120000,896000000000000000000000000000000,*
520,B1159-58,296.528,3.919,0.452801,2.13E-15,2.208478,145.41,*,*,*,*,4.94,4.94,3370000,904000000000000000000000000000000,*
903,J1603-5657,326.884,-3.309,0.496077,2.79E-15,2.015816,264.07,*,*,*,*,8.52,8.52,2810000,904000000000000000000000000000000,*
1873,J1844-0030,31.71,1.271,0.641098,6.08E-15,1.559824,605,*,*,*,*,8.66,8.66,1670000,911000000000000000000000000000000,*
1799,J1837-1837,14.807,-5.498,0.618358,5.5E-15,1.617187,100.74,*,*,*,*,3.04,3.04,1780000,918000000000000000000000000000000,*
890,B1555-55,327.238,-2.024,0.957242,2.05E-14,1.044667,212.9,*,*,*,*,5.09,5.09,741000,922000000000000000000000000000000,*
935,J1613-5234,330.962,-1.088,0.655221,6.63E-15,1.526204,624,*,*,*,*,9.94,9.94,1570000,930000000000000000000000000000000,*
1626,J1818-1116,19.144,2.068,0.5448,3.82E-15,1.835538,422,*,*,*,*,10.29,10.29,2260000,934000000000000000000000000000000,*
1596,J1812-2748,3.949,-4.598,0.236983,3.16E-16,4.219706,104,*,*,*,*,3.03,3.03,11900000,936000000000000000000000000000000,*
2186,B1919+14,49.058,0.021,0.618183,5.6E-15,1.617645,91.64,*,*,*,*,4.08,4.08,1750000,936000000000000000000000000000000,*
1497,J1800-0125,25.749,10.678,0.783185,1.15E-14,1.276837,50,*,*,*,*,2.24,2.24,1080000,948000000000000000000000000000000,*
1644,J1820-0509,24.777,4.516,0.337321,9.32E-16,2.964537,104,*,*,*,*,2.81,2.81,5730000,959000000000000000000000000000000,*
1495,J1759-2922,1.202,-2.887,0.5744,4.63E-15,1.740946,79.42,*,*,*,*,1.92,1.92,1970000,964000000000000000000000000000000,*
387,B1015-56,282.732,0.341,0.503459,3.13E-15,1.98626,438.7,*,*,*,*,11.78,11.78,2550000,968000000000000000000000000000000,*
469,J1123-6102,292.509,0.049,0.640234,6.46E-15,1.56193,439.4,*,*,*,*,14.75,14.75,1570000,972000000000000000000000000000000,*
1188,J1711-4322,344.145,-2.244,0.102618,2.67E-17,9.744852,191.5,ELL1,922.4708,139.6241,He[lfl+06],4.17,4.17,61000000,974000000000000000000000000000000,*
2039,J1903-0258,31.659,-4.038,0.301459,6.79E-16,3.317203,113,*,*,*,*,3.1,3.1,7030000,979000000000000000000000000000000,*
512,J1154-6250,296.467,-0.681,0.282012,5.59E-16,3.545952,74,*,*,*,*,2.06,2.06,7990000,984000000000000000000000000000000,*
1840,J1841-0456,27.387,-0.007,11.788978,4.09E-11,0.084825,*,*,*,*,*,9.6,*,4570,986000000000000000000000000000000,*
1912,J1848-0601,27.221,-2.054,0.225004,2.87E-16,4.444356,496.6,*,*,*,*,12.13,12.13,12400000,995000000000000000000000000000000,*
1176,J1709-3626,349.578,2.095,0.447857,2.27E-15,2.232855,393.6,*,*,*,*,8.97,8.97,3130000,997000000000000000000000000000000,*
2033,B1900+06,39.814,0.336,0.673503,7.71E-15,1.484774,502.9,*,*,*,*,7,9.63,1380000,997000000000000000000000000000000,8.062
2051,J1904+0451,38.806,-0.787,0.006092,5.72E-21,164.139791,182.71,*,*,*,*,3.96,3.96,16900000000,998000000000000000000000000000000,*
679,J1406-5806,312.673,3.345,0.288349,6.11E-16,3.468017,229,*,*,*,*,6.73,6.73,7480000,1010000000000000000000000000000000,*
682,J1407-6153,311.81,-0.354,0.701615,8.85E-15,1.425283,645,*,*,*,*,9.75,9.75,1260000,1010000000000000000000000000000000,*
760,B1503-66,315.858,-7.297,0.355655,1.16E-15,2.811714,129.8,*,*,*,*,5.62,5.62,4870000,1020000000000000000000000000000000,*
2487,B2227+61,107.154,3.645,0.443055,2.26E-15,2.257058,124.61,*,*,*,*,5.7,5.7,3110000,1020000000000000000000000000000000,10
2073,J1907+0249,37.306,-2.323,0.351879,1.14E-15,2.841882,261,*,*,*,*,7.49,7.49,4910000,1030000000000000000000000000000000,*
681,J1407-6048,312.13,0.681,0.492344,3.16E-15,2.031099,575.2,*,*,*,*,9.7,9.7,2470000,1040000000000000000000000000000000,*
2355,J2008+2513,64.055,-4.107,0.589196,5.4E-15,1.69723,60.55,*,*,*,*,3.22,3.22,1730000,1040000000000000000000000000000000,*
2021,J1901+0435,38.167,-0.148,0.690576,8.67E-15,1.448066,1042.6,*,*,*,*,30,30,1260000,1040000000000000000000000000000000,*
117,B0402+61,144.025,7.046,0.594576,5.57E-15,1.68187,65.3,*,*,*,*,3.05,3.05,1690000,1050000000000000000000000000000000,65.192
2018,B1859+03,37.213,-0.637,0.65545,7.46E-15,1.525669,402.08,*,*,*,*,7,8.05,1390000,1050000000000000000000000000000000,*
1601,J1813-2113,9.853,-1.656,0.426466,2.08E-15,2.344851,462.3,*,*,*,*,8.75,8.75,3250000,1060000000000000000000000000000000,*
949,J1616-5208,331.524,-1.038,1.025831,2.89E-14,0.97482,488,*,*,*,*,7.38,7.38,562000,1060000000000000000000000000000000,*
1114,J1658-4306,342.933,-0.214,1.166449,4.28E-14,0.857303,845,*,*,*,*,9.59,9.59,432000,1060000000000000000000000000000000,*
451,J1107-6143,290.921,-1.316,1.799396,1.56E-13,0.555742,406,*,*,*,*,13.72,13.72,183000,1060000000000000000000000000000000,*
485,J1130-6807,295.484,-6.431,0.256353,4.6E-16,3.900874,148.73,*,*,*,*,7.14,7.14,8840000,1080000000000000000000000000000000,*
1350,J1743-4212,348.381,-6.464,0.306167,7.83E-16,3.266191,131.94,*,*,*,*,4.67,4.67,6190000,1080000000000000000000000000000000,*
1581,J1811+0702,34.709,12.102,0.461713,2.69E-15,2.165849,57.8,*,*,*,*,3.13,3.13,2720000,1080000000000000000000000000000000,*
2524,B2324+60,112.946,0.003,0.233652,3.53E-16,4.27987,122.61,*,*,*,*,4.82,4.82,10500000,1090000000000000000000000000000000,18.974
1159,J1706-4310,343.758,-1.375,0.616979,6.51E-15,1.620801,656.1,*,*,*,*,13.43,13.43,1500000,1090000000000000000000000000000000,*
672,B1358-63,310.568,-2.14,0.84279,1.67E-14,1.186536,98,*,*,*,*,1.8,2.6,798000,1100000000000000000000000000000000,*
1329,J1740-3327,355.564,-1.436,0.515001,3.9E-15,1.941745,274.1,*,*,*,*,4.72,4.72,2090000,1130000000000000000000000000000000,*
886,J1558-5419,328.1,-0.87,0.594575,6.04E-15,1.681873,657,*,*,*,*,9.09,9.09,1560000,1130000000000000000000000000000000,*
2137,J1913+1000,44.285,-0.194,0.837148,1.67E-14,1.194532,422,*,*,*,*,7.89,7.89,792000,1130000000000000000000000000000000,*
1019,J1635-4944,335.391,-1.57,0.671964,8.79E-15,1.488175,474,*,*,*,*,8.85,8.85,1210000,1140000000000000000000000000000000,*
898,J1602-4957,331.374,2.07,0.81999,1.59E-14,1.219527,319,*,*,*,*,6.83,6.83,815000,1140000000000000000000000000000000,*
2492,J2236-5527,334.166,-52.719,0.006908,9.6E-21,144.769142,20,BT,12.6892,8.7759,He[bbb+13],2.03,2.03,11400000000,1150000000000000000000000000000000,*
658,J1350-5115,312.233,10.549,0.295699,7.53E-16,3.381815,90.39,*,*,*,*,4.52,4.52,6230000,1150000000000000000000000000000000,*
907,B1600-49,332.152,2.442,0.327418,1.02E-15,3.054204,140.8,*,*,*,*,3.59,3.59,5090000,1150000000000000000000000000000000,30.017
640,J1337-6423,307.889,-1.958,0.009423,2.47E-20,106.118735,259.2,ELL1,4.7853,13.0865,CO[kjb+12],6.3,6.3,6050000000,1160000000000000000000000000000000,9.22
1897,J1846-0749,25.386,-2.431,0.35011,1.26E-15,2.856249,388.3,*,*,*,*,10.1,10.1,4400000,1160000000000000000000000000000000,*
623,B1323-58,307.504,3.565,0.477991,3.24E-15,2.09209,287.3,*,*,*,*,3,9.38,2340000,1170000000000000000000000000000000,*
1643,B1818-04,25.456,4.733,0.598076,6.33E-15,1.672029,84.44,*,*,*,*,0.3,2.45,1500000,1170000000000000000000000000000000,14.142
725,J1435-6100,315.186,-0.641,0.009348,2.45E-20,106.975072,113.7,ELL1,1.3549,6.184,CO[clm+01],3.25,3.25,6050000000,1180000000000000000000000000000000,*
402,B1030-58,285.907,-0.98,0.464208,3E-15,2.154207,418.2,*,*,*,*,7.26,7.26,2450000,1180000000000000000000000000000000,*
1429,J1750-2438,4.291,1.185,0.712794,1.08E-14,1.40293,476,*,*,*,*,7.15,7.15,1050000,1180000000000000000000000000000000,*
1972,J1855+0307,36.167,0.533,0.845348,1.81E-14,1.182945,402.5,*,*,*,*,7.45,7.45,740000,1180000000000000000000000000000000,*
769,J1513-5739,321.097,0.104,0.973458,2.75E-14,1.027266,469.7,*,*,*,*,9.84,9.84,560000,1180000000000000000000000000000000,*
1224,J1719-4302,345.341,-3.325,0.235475,3.92E-16,4.246732,297.7,*,*,*,*,9.42,9.42,9520000,1190000000000000000000000000000000,*
1995,J1858-0736,26.964,-5.079,0.551059,5.06E-15,1.814689,194,*,*,*,*,7.2,7.2,1730000,1190000000000000000000000000000000,*
64,J0134-2937,230.251,-80.25,0.136962,7.84E-17,7.301317,21.81,*,*,*,*,1.78,1.78,27700000,1200000000000000000000000000000000,22.472
2483,B2224+65,108.637,6.846,0.682542,9.66E-15,1.46511,36.08,*,*,*,*,2,2,1120000,1200000000000000000000000000000000,182.428
151,J0501+4516,161.547,1.949,5.762097,5.82E-12,0.173548,*,*,*,*,*,2.2,*,15700,1200000000000000000000000000000000,*
258,B0736-40,254.194,-9.192,0.37492,1.62E-15,2.667236,160.8,*,*,*,*,1.6,11.03,3680000,1210000000000000000000000000000000,19.105
1061,B1642-03,14.114,26.062,0.38769,1.78E-15,2.579382,35.76,*,*,*,*,2.61,2.61,3450000,1210000000000000000000000000000000,30.227
136,J0449-7031,282.286,-35.512,0.479164,3.37E-15,2.086968,65.83,*,*,*,*,49.7,3.03,2250000,1210000000000000000000000000000000,*
786,J1519-5734,321.8,-0.238,0.518758,4.27E-15,1.927682,664,*,*,*,*,13.12,13.12,1920000,1210000000000000000000000000000000,*
2032,B1900+05,39.501,0.21,0.746577,1.29E-14,1.339446,177.49,*,*,*,*,3.6,3.91,919000,1220000000000000000000000000000000,*
1152,J1705-3936,346.548,0.845,0.854482,1.93E-14,1.1703,598,*,*,*,*,8.46,8.46,703000,1220000000000000000000000000000000,*
1462,J1755-25211,4.183,-0.016,1.004513,3.12E-14,0.995508,835,*,*,*,*,11.52,11.52,510000,1220000000000000000000000000000000,*
1248,J1725-0732,15.866,15.324,0.239919,4.3E-16,4.168065,58.91,*,*,*,*,3.43,3.43,8850000,1230000000000000000000000000000000,*
2371,J2018+3431,73.044,-0.841,0.387664,1.84E-15,2.579553,222.35,*,*,*,*,8.79,8.79,3340000,1240000000000000000000000000000000,*
1148,B1659-60,329.762,-11.367,0.306323,9.1E-16,3.264528,54,*,*,*,*,1.89,1.89,5330000,1250000000000000000000000000000000,*
44,B0053+47,123.796,-14.927,0.472037,3.33E-15,2.11848,18.09,*,*,*,*,1,1,2250000,1250000000000000000000000000000000,*
916,J1609-4616,334.76,3.986,0.249609,5.01E-16,4.006267,150.1,*,*,*,*,4.12,4.12,7890000,1270000000000000000000000000000000,*
380,B1011-58,283.706,-2.144,0.819911,1.77E-14,1.219644,383.9,*,*,*,*,10.14,10.14,734000,1270000000000000000000000000000000,*
791,B1518-58,321.63,-1.215,0.395353,2E-15,2.529386,199.9,*,*,*,*,4.47,4.47,3130000,1280000000000000000000000000000000,*
395,J1022-5813,284.347,-0.834,1.643726,1.45E-13,0.608374,714,*,*,*,*,30,30,179000,1290000000000000000000000000000000,*
524,J1210-5559,297.136,6.421,0.279767,7.26E-16,3.574399,174.35,*,*,*,*,11.65,11.65,6110000,1310000000000000000000000000000000,*
625,B1322-66,306.31,-4.37,0.543009,5.31E-15,1.841592,209.6,*,*,*,*,8.5,8.5,1620000,1310000000000000000000000000000000,*
1981,J1856-0526,28.636,-3.575,0.370483,1.7E-15,2.699176,130.5,*,*,*,*,3.45,3.45,3460000,1320000000000000000000000000000000,*
930,J1612-5136,331.4,-0.187,0.483311,3.78E-15,2.069063,1173,*,*,*,*,18.18,18.18,2020000,1320000000000000000000000000000000,*
479,B1124-60,292.834,0.292,0.202737,2.81E-16,4.932501,280.27,*,*,*,*,8.05,8.05,11400000,1330000000000000000000000000000000,*
906,J1604-4718,333.399,3.814,0.527466,4.96E-15,1.895857,52,*,*,*,*,1.48,1.48,1680000,1330000000000000000000000000000000,*
1774,J1835-0924,22.767,-0.804,0.859192,2.14E-14,1.163884,471,*,*,*,*,6.62,6.62,636000,1330000000000000000000000000000000,*
2357,J2010-1323,29.446,-23.54,0.005223,4.82E-21,191.450912,22.16,*,*,*,*,1.29,1.29,17200000000,1340000000000000000000000000000000,7.413
72,B0144+59,130.059,-2.723,0.196321,2.57E-16,5.093689,40.11,*,*,*,*,1.91,1.91,12100000,1340000000000000000000000000000000,10.698
2417,B2053+36,79.133,-5.589,0.221508,3.69E-16,4.514517,97.31,*,*,*,*,5,5.56,9510000,1340000000000000000000000000000000,2.671
2160,J1916+0844,43.538,-1.493,0.439995,2.9E-15,2.272752,339.4,*,*,*,*,7.98,7.98,2400000,1340000000000000000000000000000000,*
1938,J1851-0029,32.542,-0.335,0.518721,4.74E-15,1.927817,510,*,*,*,*,6.86,6.86,1730000,1340000000000000000000000000000000,*
1881,J1844-0452,27.752,-0.576,0.269443,6.8E-16,3.711356,626,*,*,*,*,8.06,8.06,6280000,1370000000000000000000000000000000,*
1286,J1733-3030,357.32,1.301,0.362052,1.65E-15,2.762034,636,*,*,*,*,14.18,14.18,3480000,1370000000000000000000000000000000,*
139,B0450-18,217.078,-34.087,0.548939,5.75E-15,1.821695,39.9,*,*,*,*,0.4,3.14,1510000,1370000000000000000000000000000000,13.841
1425,B1746-30,359.459,-1.244,0.609874,7.87E-15,1.639684,509.4,*,*,*,*,9.05,9.05,1230000,1370000000000000000000000000000000,*
1208,B1714-34,352.12,2.025,0.656299,9.8E-15,1.523695,587.7,*,*,*,*,22.21,22.21,1060000,1370000000000000000000000000000000,*
